売上№,売上日,得意先ｺｰﾄﾞ,得意先名,現場名,売上分類,行№,,,,,,,,,,,,
74978,110610,48,有限会社レインボーシステムズ                    ,6月9日　ダイヤモンドプラザ電球等交換            ,防災,1,,,,,,,,,,,,
74976,110609,71,小川電機株式会社　伊都営業所                    ,表示灯（防水型）                                ,防災,1,,,,,,,,,,,,
74975,110609,544,株式会社オーパーツ                              ,粉末ABC消火器　１０型                           ,防災,1,,,,,,,,,,,,
74974,110608,53,紀北防災                                        ,消火器処分代                                    ,防災,1,,,,,,,,,,,,
75053,110608,197,パーラーゴリラ                                  ,消防設備保守点検（6月8日完了）                  ,防災,1,,,,,,,,,,,,
74966,110607,35,葵消防設備                                      ,光電式ｽﾎﾟｯﾄ型感知器3種露出ﾍﾞｰｽ共 ﾎｰﾁｷ製         ,防災,1,,,,,,,,,,,,
74972,110607,45,株式会社アイワライフネット                      ,リベルテまつお                                  ,防災,1,,,,,,,,,,,,
74973,110607,45,株式会社アイワライフネット                      ,メゾンベルエール鷹匠                            ,防災,1,,,,,,,,,,,,
74967,110607,48,有限会社レインボーシステムズ                    ,6月6日　ﾜｰﾙﾄﾞﾌﾟﾗｻﾞ南海                          ,電気,1,,,,,,,,,,,,
74968,110607,48,有限会社レインボーシステムズ                    ,6月6日　ダイヤモンドプラザ電球等交換            ,電気,1,,,,,,,,,,,,
74969,110607,48,有限会社レインボーシステムズ                    ,6月6日 パルビル　電球交換                       ,電気,1,,,,,,,,,,,,
74970,110607,48,有限会社レインボーシステムズ                    ,6月4日 パルビル　電球交換                       ,電気,1,,,,,,,,,,,,
74971,110607,48,有限会社レインボーシステムズ                    ,6月4日　ﾜｰﾙﾄﾞﾌﾟﾗｻﾞ南海                          ,電気,1,,,,,,,,,,,,
74965,110606,63,公立大学法人和歌山県立医科大学                  ,機械泡消火器                                    ,防災,1,,,,,,,,,,,,
74964,110606,540,株式会社月城                                    ,誘導灯標識板                                    ,防災,1,,,,,,,,,,,,
74961,110602,35,葵消防設備                                      ,差動式ｽﾎﾟｯﾄ型感知器2種　ﾊﾟﾅｿﾆｯｸ製               ,防災,1,,,,,,,,,,,,
74962,110602,314,和歌山市長　大橋建一                            ,楠見中学校　自火報一部改修工事                  ,防災,1,,,,,,,,,,,,
74960,110602,540,株式会社月城                                    ,火災受信所板                                    ,防災,1,,,,,,,,,,,,
74954,110601,45,株式会社アイワライフネット                      ,冨樫博靖一戸建　住宅用火災警報器取付            ,防災,1,,,,,,,,,,,,
74955,110601,45,株式会社アイワライフネット                      ,ﾒｿﾞﾝﾄﾞﾘｰﾑ　住宅用火災警報器取付                 ,防災,1,,,,,,,,,,,,
74956,110601,45,株式会社アイワライフネット                      ,川端マンション　発信機カバー                    ,防災,1,,,,,,,,,,,,
74957,110601,45,株式会社アイワライフネット                      ,サンライフ阪本Ⅲ　住宅用火災警報器取付          ,防災,1,,,,,,,,,,,,
74958,110601,45,株式会社アイワライフネット                      ,サンライフ阪本Ⅱ　住宅用火災警報器取付          ,防災,1,,,,,,,,,,,,
74959,110601,45,株式会社アイワライフネット                      ,サンライフ阪本Ⅰ　住宅用火災警報器取付          ,防災,1,,,,,,,,,,,,
74953,110601,148,坂田電工                                        ,王子コンテナー差動式感知器取替（機器共）        ,防災,1,,,,,,,,,,,,
74963,110531,207,ニッタン株式会社　和歌山営業所                  ,和歌山ﾊﾟｰﾑｼﾃｨｰ誘導灯修繕（取替）工事            ,防災,1,,,,,,,,,,,,
74951,110531,508,株式会社　朝永電気                              ,イオン高槻店　排煙操作BOX移設工事               ,防災,1,,,,,,,,,,,,
74952,110531,508,株式会社　朝永電気                              ,排煙スイッチカバー                              ,防災,1,,,,,,,,,,,,
74947,110530,35,葵消防設備                                      ,表示灯　ﾆｯﾀﾝ製                                  ,防災,1,,,,,,,,,,,,
